booking_id,flight_id,customer_id,seat_class,ticket_price,booking_channel,payment_method,baggage_fee,refund_amount
954,813,398,economy,2500.0,Website,Card,799,0.0
955,420,304,economy,4500.0,web site,Card,499,0.0
956,1758,255,economy,6200.0,web site,NetBanking,499,500.0
957,833,213,Economy,2500.0,Travel Agent,Card,NA,
958,1034,760,ECONOMY ,-1000.0,Website,UPI,799,0.0
959,1166,288,ECONOMY ,-1000.0,Website,Card,0,
960,898,293,Economy,8000.0,Travel Agent,Card,0,500.0
961,426,327,Economy,4500.0,App,NetBanking,0,0.0
962,332,573,Business,8000.0,web site,NetBanking,499,
963,1540,345,economy,4500.0,App,Card,499,0.0
964,20,140,Economy,4500.0,Travel Agent,,0,0.0
965,419,11,economy,2500.0,App,Card,799,
966,960,452,Economy,,Website,,NA,500.0
967,1671,11,ECONOMY ,8000.0,App,,799,500.0
968,511,767,Economy,4500.0,Travel Agent,NetBanking,499,0.0
969,161,178,economy,,Travel Agent,,499,0.0
970,60,222,Business,,App,UPI,499,500.0
971,939,70,Economy,2500.0,web site,Card,499,0.0
972,600,54,Business,2500.0,web site,,799,
973,1495,795,Economy,8000.0,web site,NetBanking,799,
974,217,638,economy,6200.0,Website,,799,0.0
975,1100,452,economy,,web site,Card,799,0.0
976,369,160,Business,-1000.0,Website,NetBanking,NA,
977,1553,547,Business,,Travel Agent,Card,499,
978,511,643,economy,8000.0,Website,Card,0,0.0
979,174,89,Economy,2500.0,web site,UPI,499,500.0
980,1410,567,ECONOMY ,,Website,UPI,NA,0.0
981,1768,497,Business,,Website,Card,499,500.0
982,213,602,Business,,Travel Agent,Card,799,0.0
983,1012,105,economy,4500.0,App,,NA,500.0
984,512,226,ECONOMY ,4500.0,App,UPI,799,500.0
985,307,148,Economy,8000.0,App,,799,500.0
986,1211,662,ECONOMY ,4500.0,App,UPI,499,0.0
987,594,302,Business,8000.0,Website,NetBanking,NA,500.0
988,25,278,ECONOMY ,2500.0,App,UPI,799,
989,1569,520,Business,2500.0,Travel Agent,Card,NA,
990,528,639,economy,8000.0,web site,Card,499,500.0
991,849,239,Business,4500.0,web site,,NA,500.0
992,1628,175,economy,6200.0,App,UPI,NA,0.0
993,818,358,Economy,4500.0,App,UPI,799,0.0
994,310,607,Business,2500.0,Website,NetBanking,NA,0.0
995,87,156,Business,6200.0,web site,Card,NA,0.0
996,949,685,economy,,web site,Card,799,0.0
997,88,442,ECONOMY ,2500.0,Travel Agent,NetBanking,0,500.0
998,199,200,economy,,Website,Card,0,0.0
999,559,588,economy,,App,UPI,0,0.0
1000,1742,156,Economy,4500.0,Website,NetBanking,799,0.0
1001,1457,382,economy,8000.0,web site,,NA,500.0
1002,18,107,Economy,-1000.0,Travel Agent,NetBanking,0,
1003,634,313,economy,,Website,UPI,NA,0.0
1004,1168,515,ECONOMY ,8000.0,web site,Card,799,500.0
1005,1590,755,ECONOMY ,,web site,NetBanking,NA,500.0
1006,1588,764,Economy,-1000.0,web site,Card,499,500.0
1007,1349,185,Economy,-1000.0,App,,499,0.0
1008,154,198,economy,2500.0,Travel Agent,UPI,0,500.0
1009,335,627,Business,-1000.0,App,UPI,799,
1010,1047,582,Economy,2500.0,web site,,499,
1011,1205,625,Business,-1000.0,Website,Card,499,0.0
1012,1507,563,Economy,2500.0,App,,NA,
1013,43,756,economy,,Website,UPI,0,500.0
1014,403,766,economy,-1000.0,Travel Agent,Card,NA,0.0
1015,1788,99,Economy,6200.0,Website,NetBanking,499,500.0
1016,501,543,economy,-1000.0,Website,NetBanking,499,
1017,1726,631,economy,,Website,UPI,NA,
1018,1094,715,ECONOMY ,4500.0,web site,,499,0.0
1019,364,570,economy,-1000.0,web site,Card,499,
1020,835,765,Economy,-1000.0,Travel Agent,UPI,NA,0.0
1021,815,466,Economy,4500.0,web site,NetBanking,0,0.0
1022,153,195,economy,,App,Card,499,0.0
1023,204,690,economy,6200.0,App,,0,
1024,667,726,Economy,8000.0,web site,,NA,0.0
1025,1333,45,ECONOMY ,,Travel Agent,Card,0,0.0
1026,1754,670,Business,4500.0,Website,Card,NA,
1027,840,120,ECONOMY ,-1000.0,Website,NetBanking,NA,0.0
1028,1109,710,Business,6200.0,web site,Card,0,0.0
1029,1437,401,ECONOMY ,6200.0,web site,,499,500.0
1030,1178,97,economy,6200.0,web site,Card,799,0.0
1031,704,334,economy,-1000.0,Travel Agent,,0,
1032,1512,306,economy,-1000.0,Website,,799,
1033,293,784,ECONOMY ,8000.0,Travel Agent,UPI,NA,
1034,993,23,Economy,-1000.0,web site,NetBanking,NA,500.0
1035,1146,361,Business,8000.0,Travel Agent,UPI,499,500.0
1036,231,421,ECONOMY ,4500.0,Travel Agent,,799,0.0
1037,817,751,Economy,8000.0,Travel Agent,UPI,799,500.0
1038,648,11,economy,,web site,UPI,799,0.0
1039,243,33,economy,8000.0,App,,0,
1040,820,297,Economy,2500.0,App,NetBanking,799,500.0
1041,1066,107,economy,2500.0,App,UPI,799,
1042,625,683,economy,-1000.0,web site,NetBanking,0,500.0
1043,852,243,Economy,4500.0,web site,NetBanking,0,0.0
1044,2,218,Economy,,Travel Agent,,NA,0.0
1045,1213,798,Business,,App,UPI,799,
1046,600,100,Business,-1000.0,App,,799,
1047,920,584,Economy,-1000.0,web site,UPI,0,
1048,332,425,Economy,2500.0,Website,Card,NA,500.0
1049,1409,126,Economy,4500.0,Travel Agent,NetBanking,799,500.0
1050,270,616,Economy,8000.0,web site,NetBanking,799,
1051,1145,411,Business,4500.0,Travel Agent,UPI,NA,0.0
1052,1613,797,economy,2500.0,Travel Agent,NetBanking,NA,
1053,281,323,ECONOMY ,4500.0,App,Card,0,0.0
1054,680,242,economy,,Travel Agent,,0,500.0
1055,1022,315,ECONOMY ,8000.0,Travel Agent,NetBanking,799,500.0
1056,1224,229,ECONOMY ,6200.0,App,UPI,499,0.0
1057,641,7,ECONOMY ,2500.0,App,NetBanking,799,500.0
1058,447,105,economy,,Website,UPI,499,
1059,262,675,economy,2500.0,Website,,499,0.0
1060,1298,475,ECONOMY ,4500.0,web site,NetBanking,499,500.0
1061,1139,329,Business,-1000.0,Travel Agent,Card,499,500.0
1062,349,698,Business,4500.0,Travel Agent,UPI,NA,0.0
1063,1029,336,ECONOMY ,6200.0,Website,,0,0.0
1064,689,54,Economy,6200.0,Travel Agent,UPI,799,
1065,931,315,Business,8000.0,App,NetBanking,499,500.0
1066,1582,145,Business,8000.0,Travel Agent,UPI,NA,0.0
1067,730,595,Business,,web site,Card,799,500.0
1068,1736,618,economy,2500.0,Travel Agent,Card,NA,0.0
1069,456,200,Economy,-1000.0,App,,0,0.0
1070,1410,206,economy,,App,,0,
1071,1037,548,economy,-1000.0,Website,NetBanking,499,
1072,1113,487,economy,2500.0,Travel Agent,,499,500.0
1073,1402,65,Business,4500.0,Website,,799,
1074,670,677,economy,6200.0,App,,0,0.0
1075,1049,579,Economy,6200.0,web site,,499,500.0
1076,572,391,ECONOMY ,2500.0,web site,,NA,0.0
1077,1214,408,Economy,6200.0,App,Card,NA,0.0
1078,1204,620,Business,8000.0,web site,NetBanking,799,0.0
1079,1249,602,Economy,,Website,UPI,0,500.0
1080,983,234,Economy,-1000.0,App,NetBanking,499,0.0
1081,1443,88,ECONOMY ,,Travel Agent,NetBanking,499,500.0
1082,799,284,Business,-1000.0,web site,NetBanking,NA,0.0
1083,1150,380,ECONOMY ,6200.0,Travel Agent,Card,0,0.0
1084,367,147,Economy,8000.0,web site,UPI,499,500.0
1085,1084,554,economy,,web site,UPI,NA,0.0
1086,673,769,Business,6200.0,Travel Agent,UPI,799,0.0
1087,872,509,economy,-1000.0,web site,UPI,0,0.0
1088,1488,223,Economy,4500.0,Travel Agent,,0,0.0
1089,1184,252,ECONOMY ,-1000.0,Website,NetBanking,799,0.0
1090,1682,24,economy,2500.0,web site,,0,500.0
1091,647,152,ECONOMY ,8000.0,App,Card,799,0.0
1092,1287,673,Business,,Website,,0,500.0
1093,400,130,ECONOMY ,2500.0,Website,UPI,499,0.0
1094,22,255,economy,-1000.0,web site,NetBanking,499,500.0
1095,716,125,economy,,web site,UPI,0,500.0
1096,1693,548,Economy,-1000.0,Website,UPI,799,500.0
1097,125,139,Business,4500.0,web site,Card,NA,0.0
1098,703,714,ECONOMY ,4500.0,web site,,499,
1099,162,223,Business,-1000.0,web site,Card,499,500.0
1100,496,634,Economy,,Website,NetBanking,799,
1101,186,376,Business,8000.0,App,UPI,799,
1102,1681,385,economy,-1000.0,web site,Card,799,500.0
1103,1618,119,Economy,8000.0,Travel Agent,Card,NA,0.0
1104,1352,138,economy,8000.0,web site,Card,NA,0.0
1105,1752,163,ECONOMY ,,web site,,0,500.0
1106,511,303,economy,-1000.0,Website,,799,500.0
1107,141,722,ECONOMY ,2500.0,Website,UPI,NA,500.0
1108,1300,210,Business,-1000.0,Travel Agent,,799,0.0
1109,765,128,Economy,4500.0,Website,Card,NA,0.0
1110,17,271,economy,8000.0,web site,Card,NA,0.0
1111,1756,522,Economy,6200.0,Travel Agent,NetBanking,NA,0.0
1112,1084,774,economy,-1000.0,Travel Agent,Card,0,
1113,1178,46,ECONOMY ,8000.0,web site,NetBanking,0,0.0
1114,355,518,Business,-1000.0,web site,NetBanking,799,500.0
1115,230,724,economy,6200.0,web site,Card,NA,0.0
1116,929,273,economy,2500.0,web site,UPI,0,
1117,1719,278,Economy,4500.0,Travel Agent,Card,0,
1118,421,562,ECONOMY ,8000.0,Travel Agent,Card,499,0.0
1119,829,291,ECONOMY ,8000.0,Website,NetBanking,0,0.0
1120,1470,9,Economy,-1000.0,Website,NetBanking,499,
1121,48,191,economy,8000.0,App,NetBanking,799,0.0
1122,81,269,Economy,,App,Card,0,0.0
1123,1484,669,Business,8000.0,web site,Card,0,500.0
1124,1553,287,Economy,2500.0,Website,,799,0.0
1125,1158,221,economy,6200.0,Travel Agent,Card,0,0.0
1126,1273,495,Business,2500.0,App,Card,799,
1127,58,602,ECONOMY ,4500.0,web site,NetBanking,NA,0.0
1128,376,182,Business,2500.0,web site,NetBanking,499,0.0
1129,594,15,Business,,App,Card,NA,0.0
1130,221,547,Economy,2500.0,App,NetBanking,NA,
1131,204,705,ECONOMY ,4500.0,Website,,0,0.0
1132,1119,409,ECONOMY ,,App,UPI,499,0.0
1133,66,609,Business,4500.0,web site,,499,0.0
1134,1170,370,economy,8000.0,Website,UPI,799,
1135,975,620,Business,2500.0,Website,UPI,NA,0.0
1136,280,342,Economy,2500.0,web site,Card,NA,0.0
1137,389,771,Economy,,web site,Card,499,0.0
1138,224,210,ECONOMY ,-1000.0,Website,,0,
1139,1016,146,economy,2500.0,Website,NetBanking,799,500.0
1140,1523,418,Economy,8000.0,Website,Card,0,
1141,1709,7,ECONOMY ,6200.0,Travel Agent,Card,NA,0.0
1142,297,231,Business,6200.0,App,Card,799,0.0
1143,191,664,ECONOMY ,2500.0,App,NetBanking,499,0.0
1144,1204,277,Economy,4500.0,Website,NetBanking,799,
1145,1634,486,economy,8000.0,Website,Card,499,
1146,1314,641,Business,6200.0,Website,Card,499,
1147,838,81,ECONOMY ,-1000.0,Travel Agent,UPI,499,500.0
1148,707,709,Business,-1000.0,Travel Agent,UPI,NA,0.0
1149,270,109,Economy,-1000.0,Website,NetBanking,0,0.0
1150,1650,441,ECONOMY ,,Travel Agent,,799,
1151,1139,439,ECONOMY ,4500.0,App,,NA,0.0
1152,20,513,Business,6200.0,web site,NetBanking,0,0.0
1153,898,674,Economy,-1000.0,Website,UPI,NA,500.0
1154,1270,581,economy,2500.0,web site,NetBanking,0,0.0
1155,827,585,economy,8000.0,App,Card,799,0.0
1156,571,554,Business,-1000.0,web site,NetBanking,NA,0.0
1157,1033,162,Economy,4500.0,web site,NetBanking,799,
1158,384,152,Economy,4500.0,Website,Card,499,
1159,1406,761,economy,2500.0,Travel Agent,NetBanking,0,0.0
1160,1560,224,Economy,2500.0,Website,UPI,NA,0.0
1161,1625,299,ECONOMY ,8000.0,App,UPI,0,0.0
1162,1058,534,Economy,2500.0,Travel Agent,UPI,NA,0.0
1163,48,594,Economy,8000.0,App,Card,499,
1164,413,468,ECONOMY ,,Website,,0,500.0
1165,615,557,Economy,-1000.0,web site,,799,
1166,502,42,Economy,2500.0,Travel Agent,Card,499,
1167,244,100,economy,8000.0,Website,UPI,0,500.0
1168,190,679,Business,,Travel Agent,NetBanking,499,500.0
1169,308,19,economy,,Travel Agent,UPI,0,500.0
1170,417,332,economy,6200.0,web site,,0,
1171,659,385,Business,6200.0,Travel Agent,,NA,
1172,304,734,Economy,2500.0,Website,Card,799,0.0
1173,1660,143,Economy,,App,Card,499,
1174,1222,786,Business,2500.0,App,,499,0.0
1175,1088,355,Economy,8000.0,Travel Agent,NetBanking,499,
1176,466,368,economy,8000.0,Travel Agent,Card,499,500.0
1177,931,18,Economy,6200.0,Website,Card,0,0.0
1178,1130,719,Business,2500.0,Website,,0,0.0
1179,1611,647,Business,6200.0,Website,NetBanking,NA,0.0
1180,65,63,ECONOMY ,-1000.0,App,Card,0,500.0
1181,874,419,Economy,2500.0,Website,Card,499,0.0
1182,939,89,Economy,2500.0,App,Card,499,
1183,141,360,Economy,4500.0,Website,NetBanking,799,0.0
1184,1020,754,ECONOMY ,8000.0,Travel Agent,Card,799,500.0
1185,782,743,Economy,6200.0,App,Card,NA,
1186,449,650,Business,8000.0,Website,UPI,0,500.0
1187,485,8,Business,8000.0,App,NetBanking,NA,0.0
1188,532,241,Business,-1000.0,web site,UPI,NA,
1189,1096,174,economy,6200.0,Website,Card,NA,0.0
1190,808,464,Economy,-1000.0,web site,,NA,500.0
1191,1432,410,economy,4500.0,Travel Agent,UPI,NA,
1192,1746,559,ECONOMY ,-1000.0,Travel Agent,NetBanking,NA,
1193,1700,83,economy,-1000.0,Website,Card,799,0.0
1194,75,423,Economy,-1000.0,Travel Agent,,799,0.0
1195,258,241,Business,6200.0,App,NetBanking,0,500.0
1196,1487,430,ECONOMY ,-1000.0,App,UPI,499,0.0
1197,689,653,ECONOMY ,6200.0,Travel Agent,Card,799,500.0
1198,1178,177,Economy,8000.0,Travel Agent,NetBanking,0,0.0
1199,208,687,ECONOMY ,4500.0,Website,Card,NA,0.0
1200,6,685,ECONOMY ,4500.0,Travel Agent,Card,799,500.0
1201,1025,515,economy,,Website,NetBanking,NA,0.0
1202,830,415,Business,2500.0,Travel Agent,UPI,0,0.0
1203,373,94,economy,6200.0,Travel Agent,Card,799,0.0
1204,1643,744,economy,4500.0,Website,UPI,NA,0.0
1205,637,626,ECONOMY ,2500.0,App,,499,0.0
1206,1462,748,ECONOMY ,2500.0,Website,Card,499,0.0
1207,1432,207,Economy,-1000.0,web site,UPI,0,0.0
1208,1654,283,Economy,2500.0,App,NetBanking,NA,0.0
1209,493,110,ECONOMY ,,Website,,NA,0.0
1210,1599,768,Economy,,web site,Card,799,0.0
1211,1479,520,Business,2500.0,Travel Agent,,799,500.0
1212,20,644,Economy,2500.0,App,,799,0.0
1213,692,543,economy,,Website,UPI,NA,0.0
1214,1144,542,ECONOMY ,-1000.0,Website,,499,
1215,1227,779,Economy,,App,,0,
1216,217,437,Economy,-1000.0,Website,,499,0.0
1217,416,694,ECONOMY ,6200.0,web site,,0,0.0
1218,994,347,economy,2500.0,web site,,0,0.0
1219,373,294,Economy,,Travel Agent,NetBanking,NA,0.0
1220,31,174,Business,,Travel Agent,Card,499,0.0
1221,1795,405,economy,4500.0,Website,,0,
1222,1234,685,ECONOMY ,-1000.0,Travel Agent,,799,
1223,1365,484,Economy,8000.0,web site,NetBanking,0,
1224,1270,707,Economy,4500.0,Travel Agent,Card,0,500.0
1225,113,754,Economy,8000.0,Travel Agent,Card,NA,0.0
1226,10,492,Economy,4500.0,App,NetBanking,0,500.0
1227,1602,161,Business,4500.0,Website,Card,499,500.0
1228,1110,300,Economy,4500.0,Website,UPI,799,0.0
1229,1513,436,Economy,2500.0,Travel Agent,Card,0,0.0
1230,207,378,Economy,8000.0,web site,NetBanking,NA,500.0
1231,828,731,economy,4500.0,Travel Agent,Card,799,0.0
1232,192,4,Business,2500.0,Website,NetBanking,NA,
1233,532,788,economy,8000.0,web site,UPI,799,
1234,506,566,Business,6200.0,Website,Card,0,
1235,1010,338,Economy,4500.0,App,NetBanking,NA,0.0
1236,700,371,Business,4500.0,web site,UPI,NA,0.0
1237,466,752,ECONOMY ,2500.0,App,NetBanking,799,
1238,1554,756,Business,6200.0,web site,,NA,0.0
1239,76,367,Economy,8000.0,Website,UPI,NA,0.0
1240,126,513,ECONOMY ,2500.0,Travel Agent,,799,
1241,1089,657,economy,8000.0,Website,Card,0,
1242,652,315,economy,-1000.0,Website,Card,NA,500.0
1243,1683,75,Business,-1000.0,Travel Agent,,499,
1244,103,166,economy,6200.0,Travel Agent,,NA,0.0
1245,924,191,Business,2500.0,web site,,NA,500.0
1246,279,11,ECONOMY ,,web site,Card,499,
1247,139,724,economy,6200.0,App,,NA,
1248,1417,142,Business,-1000.0,App,Card,NA,
1249,1244,54,ECONOMY ,,Website,NetBanking,NA,0.0
1250,362,59,Business,6200.0,App,NetBanking,0,500.0
1251,1615,27,economy,8000.0,App,,0,500.0
1252,1221,461,ECONOMY ,6200.0,Website,NetBanking,499,500.0
1253,843,462,Economy,,web site,,NA,500.0
1254,706,261,economy,8000.0,Website,UPI,499,500.0
1255,302,186,ECONOMY ,4500.0,web site,Card,NA,0.0
1256,370,62,economy,4500.0,App,,0,0.0
1257,1560,77,ECONOMY ,6200.0,web site,,0,
1258,219,434,economy,2500.0,Travel Agent,Card,799,0.0
1259,592,275,ECONOMY ,-1000.0,App,UPI,799,0.0
1260,213,436,Economy,4500.0,App,Card,0,0.0
1261,1530,424,Economy,2500.0,Travel Agent,Card,NA,500.0
1262,1015,80,Economy,8000.0,Website,UPI,NA,
1263,1556,20,economy,2500.0,web site,Card,NA,0.0
1264,702,702,Economy,2500.0,Travel Agent,Card,499,0.0
1265,847,470,economy,6200.0,Travel Agent,,499,0.0
1266,1768,452,economy,-1000.0,Travel Agent,,NA,0.0
1267,1138,6,economy,-1000.0,Website,,799,500.0
1268,125,161,Business,-1000.0,Travel Agent,UPI,499,0.0
1269,261,474,economy,8000.0,App,UPI,499,0.0
1270,1684,397,economy,6200.0,Website,NetBanking,NA,0.0
1271,257,441,ECONOMY ,8000.0,web site,NetBanking,499,
1272,1768,171,Business,6200.0,App,,799,500.0
1273,48,464,Economy,-1000.0,web site,NetBanking,0,
1274,1533,508,Business,8000.0,Website,Card,0,0.0
1275,1363,733,Economy,-1000.0,App,UPI,499,0.0
1276,1581,80,Business,6200.0,App,UPI,799,500.0
1277,1111,587,Economy,-1000.0,App,Card,499,500.0
1278,395,254,economy,4500.0,Website,Card,499,500.0
1279,138,42,economy,6200.0,Travel Agent,NetBanking,0,0.0
1280,1267,747,economy,6200.0,Travel Agent,NetBanking,0,0.0
1281,1752,415,Business,,App,Card,499,0.0
1282,1793,167,Business,4500.0,web site,Card,NA,0.0
1283,15,551,Economy,6200.0,App,UPI,499,500.0
1284,1542,277,Economy,4500.0,Website,,799,
1285,642,627,economy,2500.0,Website,Card,499,
1286,823,203,Economy,8000.0,web site,NetBanking,799,500.0
1287,328,68,Economy,8000.0,App,NetBanking,0,0.0
1288,918,351,Economy,-1000.0,App,Card,NA,
1289,156,720,economy,2500.0,web site,NetBanking,499,
1290,263,434,Business,8000.0,Travel Agent,Card,NA,500.0
1291,785,106,economy,,Website,,0,
1292,1657,785,economy,2500.0,Website,Card,799,500.0
1293,1792,141,Business,2500.0,App,Card,0,0.0
1294,725,708,economy,6200.0,Travel Agent,UPI,799,0.0
1295,555,215,economy,2500.0,Website,NetBanking,499,0.0
1296,1060,453,ECONOMY ,-1000.0,web site,Card,799,
1297,1240,130,Business,,Travel Agent,Card,499,0.0
1298,1028,559,economy,,Travel Agent,NetBanking,0,0.0
1299,1508,8,Business,-1000.0,web site,,0,
1300,1010,650,ECONOMY ,-1000.0,App,Card,499,0.0
1301,1207,604,ECONOMY ,6200.0,Website,NetBanking,0,0.0
1302,697,479,Business,8000.0,Travel Agent,UPI,799,500.0
1303,1506,540,economy,,App,NetBanking,NA,
1304,277,415,economy,2500.0,Travel Agent,,NA,0.0
1305,1349,599,economy,6200.0,Travel Agent,Card,799,500.0
1306,165,600,ECONOMY ,4500.0,App,Card,499,500.0
1307,18,774,Economy,-1000.0,App,NetBanking,NA,0.0
1308,1551,308,ECONOMY ,4500.0,web site,Card,799,0.0
1309,1324,14,Economy,4500.0,App,Card,799,0.0
1310,589,584,economy,-1000.0,Website,UPI,NA,
1311,349,711,ECONOMY ,2500.0,App,,NA,0.0
1312,538,351,Economy,-1000.0,Travel Agent,,499,0.0
1313,137,489,Business,,Website,UPI,499,0.0
1314,103,756,Economy,-1000.0,App,Card,799,0.0
1315,1104,635,economy,4500.0,App,NetBanking,NA,0.0
1316,178,607,economy,8000.0,Website,UPI,NA,0.0
1317,1084,148,ECONOMY ,8000.0,Website,NetBanking,NA,500.0
1318,820,114,ECONOMY ,2500.0,web site,,499,
1319,577,224,Business,2500.0,Website,NetBanking,499,
1320,356,205,Business,8000.0,Website,,NA,0.0
1321,1756,229,Economy,4500.0,App,,0,0.0
1322,1317,633,Business,6200.0,Website,,799,0.0
1323,410,733,Economy,8000.0,Travel Agent,NetBanking,799,0.0
1324,1534,202,ECONOMY ,4500.0,web site,,NA,500.0
1325,977,431,Economy,8000.0,App,NetBanking,799,0.0
1326,1278,47,Business,8000.0,Website,,799,500.0
1327,205,524,ECONOMY ,2500.0,Website,,499,0.0
1328,614,715,economy,2500.0,App,NetBanking,499,
1329,631,274,Business,2500.0,web site,Card,499,500.0
1330,708,439,Business,4500.0,web site,NetBanking,NA,0.0
1331,339,368,Business,-1000.0,Travel Agent,Card,NA,0.0
1332,857,573,Economy,6200.0,web site,Card,499,
1333,1504,724,Business,2500.0,Website,UPI,799,0.0
1334,1026,346,Business,8000.0,Travel Agent,Card,0,
1335,1488,286,economy,6200.0,Website,UPI,499,
1336,1093,80,Business,,web site,UPI,799,
1337,1734,664,ECONOMY ,,Website,NetBanking,499,
1338,1035,536,Business,6200.0,App,,0,
1339,1491,385,Economy,-1000.0,web site,NetBanking,NA,500.0
1340,849,479,economy,,web site,Card,NA,0.0
1341,754,675,Business,,Website,NetBanking,0,0.0
1342,306,464,ECONOMY ,,App,UPI,0,500.0
1343,686,42,ECONOMY ,,web site,UPI,799,0.0
1344,745,422,ECONOMY ,2500.0,Travel Agent,UPI,499,0.0
1345,910,274,ECONOMY ,-1000.0,App,Card,0,
1346,990,661,ECONOMY ,,App,UPI,NA,
1347,1436,124,economy,4500.0,App,,NA,
1348,1177,658,Business,2500.0,Website,,NA,500.0
1349,447,515,Business,,Website,,NA,0.0
1350,1173,425,economy,6200.0,App,,NA,0.0
1351,1520,323,Business,2500.0,Travel Agent,Card,499,0.0
1352,1423,467,Economy,6200.0,web site,UPI,NA,
1353,61,417,ECONOMY ,4500.0,App,UPI,0,
1354,1563,167,Economy,8000.0,App,Card,0,0.0
1355,1005,123,economy,8000.0,Travel Agent,Card,499,
1356,186,469,Economy,-1000.0,web site,NetBanking,799,0.0
1357,830,602,Business,4500.0,Website,Card,499,0.0
1358,1382,790,economy,6200.0,Travel Agent,UPI,0,500.0
1359,735,794,ECONOMY ,8000.0,Website,,499,0.0
1360,1264,349,ECONOMY ,4500.0,Website,NetBanking,799,0.0
1361,557,238,Business,,App,UPI,499,0.0
1362,955,743,Economy,8000.0,web site,UPI,NA,
1363,1313,278,economy,,Website,NetBanking,0,0.0
1364,778,667,Business,-1000.0,App,UPI,799,0.0
1365,410,460,Economy,2500.0,web site,UPI,499,
1366,1292,306,Economy,8000.0,Website,Card,0,0.0
1367,1061,656,Economy,8000.0,App,,499,0.0
1368,1231,425,economy,,Travel Agent,NetBanking,799,0.0
1369,1353,20,ECONOMY ,4500.0,Travel Agent,Card,NA,500.0
1370,182,78,ECONOMY ,-1000.0,Website,,0,
1371,1759,113,economy,8000.0,web site,,499,0.0
1372,1142,34,economy,2500.0,App,UPI,NA,0.0
1373,1302,776,economy,8000.0,App,NetBanking,799,500.0
1374,448,334,ECONOMY ,,App,NetBanking,799,
1375,13,84,economy,2500.0,Travel Agent,Card,799,0.0
1376,1347,383,economy,8000.0,Website,UPI,499,0.0
1377,940,373,economy,2500.0,App,NetBanking,NA,
1378,1686,722,Economy,4500.0,web site,,0,0.0
1379,1545,301,economy,8000.0,Travel Agent,Card,799,0.0
1380,721,364,economy,,web site,NetBanking,0,
1381,1618,377,Business,,Website,Card,NA,500.0
1382,1722,523,economy,2500.0,Travel Agent,,NA,0.0
1383,1061,379,Business,,web site,,499,0.0
1384,261,237,ECONOMY ,2500.0,web site,,NA,
1385,582,600,Economy,4500.0,Travel Agent,NetBanking,NA,0.0
1386,277,767,Economy,6200.0,App,,499,0.0
1387,842,578,economy,2500.0,web site,,NA,0.0
1388,930,583,ECONOMY ,4500.0,App,NetBanking,NA,0.0
1389,1205,755,economy,4500.0,Travel Agent,,NA,
1390,1455,508,ECONOMY ,-1000.0,App,NetBanking,NA,0.0
1391,617,125,economy,6200.0,App,UPI,799,0.0
1392,196,336,economy,-1000.0,App,UPI,499,0.0
1393,825,11,Economy,2500.0,Website,NetBanking,799,0.0
1394,1337,675,ECONOMY ,8000.0,App,UPI,799,0.0
1395,1747,35,Business,,Website,Card,799,0.0
1396,35,210,ECONOMY ,6200.0,App,,499,0.0
1397,1212,628,ECONOMY ,,Travel Agent,,799,0.0
1398,1521,684,economy,6200.0,Website,NetBanking,499,0.0
1399,1063,188,economy,6200.0,App,UPI,NA,
1400,877,624,Economy,-1000.0,Travel Agent,,499,0.0
1401,1330,379,ECONOMY ,-1000.0,App,UPI,0,
1402,1350,374,economy,,Website,,NA,
1403,206,539,ECONOMY ,-1000.0,Travel Agent,,499,500.0
1404,1740,7,Business,4500.0,Travel Agent,,799,0.0
1405,1456,168,Business,4500.0,Website,Card,NA,500.0
1406,1742,415,Economy,2500.0,Website,,NA,
1407,403,658,economy,2500.0,web site,NetBanking,0,0.0
1408,859,89,economy,2500.0,App,NetBanking,0,0.0
1409,1057,496,economy,4500.0,web site,UPI,499,500.0
1410,1499,189,Business,6200.0,Travel Agent,,799,0.0
1411,1597,278,ECONOMY ,8000.0,Website,,NA,0.0
1412,1587,231,Business,2500.0,Website,,NA,500.0
1413,157,797,Economy,8000.0,Website,NetBanking,0,
1414,1424,245,economy,-1000.0,Travel Agent,UPI,799,500.0
1415,786,198,Business,2500.0,Website,NetBanking,0,500.0
1416,710,558,Economy,,Website,NetBanking,NA,500.0
1417,556,736,ECONOMY ,,Travel Agent,Card,0,
1418,97,663,ECONOMY ,8000.0,Website,UPI,799,0.0
1419,1204,252,Economy,,Travel Agent,NetBanking,799,0.0
1420,1106,283,Economy,4500.0,App,Card,0,0.0
1421,1395,215,ECONOMY ,8000.0,App,UPI,499,500.0
1422,1681,558,ECONOMY ,,Travel Agent,UPI,NA,0.0
1423,311,402,Business,4500.0,Travel Agent,UPI,NA,500.0
1424,1418,448,economy,4500.0,App,NetBanking,NA,0.0
1425,410,57,economy,-1000.0,web site,NetBanking,799,0.0
1426,1031,520,Economy,8000.0,web site,UPI,NA,0.0
1427,1222,173,Economy,,Website,UPI,799,0.0
1428,162,95,economy,,App,,NA,0.0
1429,198,344,Business,-1000.0,Travel Agent,UPI,799,0.0
1430,1640,409,economy,4500.0,Website,UPI,NA,0.0
1431,605,466,economy,4500.0,Website,NetBanking,499,
1432,1389,8,ECONOMY ,8000.0,Travel Agent,NetBanking,799,500.0
1433,984,744,Economy,-1000.0,App,Card,0,
1434,1538,66,Business,8000.0,Website,NetBanking,499,500.0
1435,863,498,ECONOMY ,8000.0,App,,499,0.0
